,SalePrice,MSZoning,LotArea,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFullBath,BsmtHalfBath,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
118,320000,RL,12376,AllPub,SawyerW,1Fam,2Story,7,1990,1990,CompShg,Plywood,TA,PConc,Gd,GLQ,1470,1,0,GasA,Gd,Y,SBrkr,1699,1523,0,Gd,Typ,2,Attchd,Unf,3,TA,Y,367,0,0,0,0,0,0,5,2010,WD,Normal
119,163990,RL,8461,AllPub,CollgCr,1Fam,2Story,6,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,728,728,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,0,24,0,0,0,0,0,7,2006,New,Partial
121,100000,RM,6060,AllPub,IDOTRR,1Fam,1.5Fin,4,1939,1950,CompShg,AsbShng,TA,PConc,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,772,351,0,TA,Typ,0,Detchd,Unf,1,TA,P,0,0,140,0,0,0,0,6,2007,WD,Normal
122,136000,RL,9464,AllPub,NAmes,1Fam,1Story,6,1958,1958,CompShg,MetalSd,TA,CBlock,TA,BLQ,570,0,0,GasA,Gd,Y,SBrkr,1080,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,130,0,0,6,2008,WD,Normal
123,153900,RL,7892,AllPub,SawyerW,TwnhsE,1Story,6,1993,1993,CompShg,Plywood,Gd,PConc,Gd,GLQ,300,0,0,GasA,Ex,Y,SBrkr,1199,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,63,0,0,0,0,0,3,2008,WD,Normal
124,181000,RL,17043,AllPub,NWAmes,1Fam,1Story,6,1979,1998,CompShg,HdBoard,TA,CBlock,Gd,Unf,0,0,0,GasA,TA,Y,SBrkr,1586,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,192,0,0,0,0,0,0,1,2009,WD,Normal
128,155000,RL,7590,AllPub,NAmes,1Fam,2Story,6,1966,1966,CompShg,VinylSd,TA,CBlock,TA,BLQ,512,0,0,GasA,TA,Y,SBrkr,660,688,0,TA,Typ,1,Attchd,RFn,2,TA,Y,188,108,0,0,0,0,0,7,2006,WD,Normal
129,150000,RL,8973,AllPub,NAmes,1Fam,1Story,5,1958,1991,CompShg,Plywood,TA,CBlock,TA,Rec,567,0,1,GasA,TA,Y,FuseA,1053,0,0,Ex,Typ,0,2Types,RFn,2,TA,Y,0,80,0,180,0,0,0,7,2006,WD,Abnorml
130,226000,RL,14200,AllPub,NAmes,1Fam,2Story,7,1966,1966,CompShg,MetalSd,TA,CBlock,TA,Rec,445,0,0,GasA,Ex,Y,SBrkr,1216,941,0,Gd,Typ,2,Attchd,Fin,2,TA,Y,105,66,0,0,0,0,0,5,2006,WD,Normal
132,150750,RL,7388,AllPub,NAmes,1Fam,1Story,5,1959,2002,CompShg,MetalSd,TA,CBlock,TA,Rec,405,1,0,GasA,Gd,Y,SBrkr,1327,0,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal
134,180000,RL,10335,AllPub,Sawyer,1Fam,1Story,5,1968,1993,CompShg,Plywood,TA,CBlock,TA,Rec,570,0,0,GasA,Gd,Y,SBrkr,1721,0,0,TA,Min1,1,Attchd,RFn,2,TA,Y,0,96,180,0,0,0,0,7,2006,WD,Normal
135,174000,RL,10400,AllPub,NWAmes,1Fam,1Story,7,1970,1970,CompShg,Plywood,TA,PConc,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,1682,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,98,0,0,0,0,0,0,5,2008,WD,Normal
137,171000,RL,11070,AllPub,Mitchel,Duplex,1Story,7,1988,1989,CompShg,VinylSd,TA,CBlock,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,1959,0,0,TA,Typ,0,2Types,Unf,3,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Family
138,230000,RL,9066,AllPub,CollgCr,1Fam,2Story,8,1999,2000,CompShg,VinylSd,Gd,PConc,Gd,GLQ,668,0,0,GasA,Ex,Y,SBrkr,1004,848,0,Gd,Typ,2,Attchd,Fin,3,TA,Y,224,106,0,0,0,0,0,12,2008,WD,Normal
139,231500,RL,15426,AllPub,CollgCr,1Fam,2Story,6,1997,1997,CompShg,VinylSd,TA,PConc,Gd,GLQ,821,1,0,GasA,Ex,Y,SBrkr,928,836,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,276,99,0,0,0,0,0,8,2009,WD,Normal
141,260000,RL,11645,AllPub,CollgCr,1Fam,1Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,1300,1,0,GasA,Ex,Y,SBrkr,1734,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,160,24,0,0,0,0,0,1,2006,WD,Normal
142,166000,RL,8520,AllPub,NAmes,1Fam,1.5Fin,5,1952,1952,CompShg,BrkFace,TA,CBlock,TA,Rec,507,0,0,GasA,Fa,Y,SBrkr,910,475,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal
143,204000,RL,10335,AllPub,CollgCr,1Fam,1Story,7,1999,1999,CompShg,VinylSd,Gd,PConc,Gd,GLQ,679,1,0,GasA,Ex,Y,SBrkr,1501,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,144,29,0,0,0,0,0,6,2009,WD,Normal
144,125000,RM,9100,AllPub,Sawyer,Duplex,1Story,5,1963,1963,CompShg,HdBoard,TA,CBlock,TA,Rec,1332,1,0,GasA,TA,Y,SBrkr,1728,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml
145,130000,RM,2522,AllPub,Edwards,Twnhs,2Story,6,2004,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,970,739,0,Gd,Maj1,0,Detchd,Unf,2,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal
146,105000,RM,6120,AllPub,BrkSide,1Fam,1Story,5,1931,1993,CompShg,Wd Sdng,TA,BrkTil,TA,BLQ,209,1,0,GasA,TA,Y,FuseA,875,0,0,TA,Typ,0,Detchd,Unf,1,Fa,Y,48,0,0,0,0,0,0,11,2009,WD,Normal
150,122000,RL,10356,AllPub,CollgCr,1Fam,1Story,5,1975,1975,CompShg,HdBoard,TA,CBlock,TA,BLQ,716,0,0,GasA,TA,Y,SBrkr,969,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal
151,372402,RL,13891,AllPub,NridgHt,1Fam,1Story,8,2007,2008,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1400,1,0,GasA,Ex,Y,SBrkr,1710,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,0,102,0,0,0,0,0,1,2008,New,Partial
154,125000,RM,11340,AllPub,OldTown,1Fam,1Story,6,1923,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,GasA,TA,Y,FuseA,1200,0,0,TA,Typ,0,Detchd,Unf,1,Fa,Y,0,0,228,0,0,0,0,3,2006,WD,Family
157,269500,RL,12003,AllPub,Timber,1Fam,2Story,8,2009,2010,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,774,1194,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,0,75,0,0,0,0,0,5,2010,New,Partial
158,254900,FV,12552,AllPub,Somerst,1Fam,2Story,7,2004,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,222,0,0,GasA,Ex,Y,SBrkr,991,956,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,136,0,0,0,0,0,5,2010,WD,Normal
159,320000,RL,19378,AllPub,Gilbert,1Fam,2Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,57,1,0,GasA,Ex,Y,SBrkr,1392,1070,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,239,132,0,168,0,0,0,3,2006,New,Partial
161,412500,RL,13688,AllPub,NridgHt,1Fam,2Story,9,2003,2004,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1016,1,0,GasA,Ex,Y,SBrkr,1572,1096,0,Ex,Typ,2,BuiltIn,Fin,3,TA,Y,400,0,0,0,0,0,0,3,2008,WD,Normal
162,220000,RL,12182,AllPub,NridgHt,1Fam,1Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,BLQ,1201,0,0,GasA,Ex,Y,SBrkr,1541,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,70,0,0,0,0,0,5,2010,New,Partial
164,152000,RM,5400,AllPub,OldTown,1Fam,1Story,6,1926,2004,CompShg,MetalSd,TA,BrkTil,TA,LwQ,370,0,0,GasA,Gd,Y,FuseA,1149,467,0,Gd,Typ,0,Detchd,Unf,1,TA,Y,0,0,183,0,0,0,0,10,2007,WD,Normal
167,325624,RL,10562,AllPub,NridgHt,1Fam,2Story,8,2007,2007,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1288,1,0,GasA,Ex,Y,SBrkr,1610,551,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,178,120,0,0,0,0,0,11,2007,New,Partial
168,183500,RL,8244,AllPub,Gilbert,1Fam,2Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,840,880,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,100,48,0,0,0,0,0,5,2007,WD,Normal
171,215000,RL,31770,AllPub,NAmes,1Fam,1Story,6,1960,1960,CompShg,BrkFace,TA,CBlock,TA,BLQ,639,1,0,GasA,Fa,Y,SBrkr,1656,0,0,TA,Typ,2,Attchd,Fin,2,TA,P,210,62,0,0,0,0,0,5,2010,WD,Normal
172,239000,RL,5306,AllPub,StoneBr,TwnhsE,2Story,7,1987,1987,CompShg,HdBoard,Gd,PConc,Gd,GLQ,495,1,0,GasA,Gd,Y,SBrkr,1064,703,0,Gd,Typ,1,Attchd,RFn,2,Gd,Y,441,35,0,0,0,0,0,6,2006,WD,Normal
173,163000,RL,10197,AllPub,NAmes,1Fam,1Story,6,1961,1961,CompShg,WdShing,TA,CBlock,TA,ALQ,288,1,0,GasA,TA,Y,SBrkr,1362,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,0,20,0,0,0,0,0,6,2008,COD,Normal
174,184000,RL,12416,AllPub,Timber,1Fam,1Story,6,1986,1986,CompShg,VinylSd,TA,CBlock,Gd,ALQ,1398,1,0,GasA,TA,Y,SBrkr,1651,0,0,TA,Min2,1,Attchd,Fin,2,TA,Y,192,0,0,0,0,0,0,11,2008,WD,Normal
175,243000,RL,12615,AllPub,Edwards,1Fam,1Story,6,1950,2001,CompShg,WdShing,TA,CBlock,TA,ALQ,477,1,0,GasA,TA,Y,SBrkr,2158,0,0,Gd,Typ,1,Attchd,Unf,2,TA,Y,0,29,39,0,0,0,0,6,2007,WD,Normal
176,211000,RL,10029,AllPub,ClearCr,1Fam,2Story,6,1988,1989,CompShg,Plywood,Gd,PConc,Gd,GLQ,831,0,1,GasA,TA,Y,SBrkr,1164,896,0,TA,Typ,1,Attchd,Unf,2,TA,Y,0,228,0,0,192,0,0,9,2007,WD,Normal
178,501837,RL,17423,AllPub,StoneBr,1Fam,1Story,9,2008,2009,CompShg,VinylSd,Ex,PConc,Ex,GLQ,1904,1,0,GasA,Ex,Y,SBrkr,2234,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,0,60,0,0,0,0,0,7,2009,New,Partial
179,100000,RM,8520,AllPub,OldTown,1Fam,1Story,5,1923,2006,CompShg,Wd Sdng,Gd,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,968,0,0,TA,Typ,0,Detchd,Unf,2,Fa,N,0,0,184,0,0,0,0,7,2007,WD,Normal
181,200100,RL,7588,AllPub,Crawfor,1Fam,2Story,7,1920,1950,CompShg,Stucco,TA,BrkTil,Fa,LwQ,352,0,0,GasA,Gd,Y,SBrkr,901,901,0,TA,Typ,1,Detchd,Unf,1,Fa,Y,0,0,40,0,0,0,0,7,2006,WD,Normal
183,200000,RM,11426,AllPub,OldTown,1Fam,1.5Fin,7,2003,2003,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1362,720,0,Gd,Mod,0,Detchd,Unf,2,TA,N,280,238,0,0,0,0,0,6,2008,WD,Normal
184,127000,RL,7438,AllPub,BrkSide,1Fam,1.5Fin,5,1908,1991,CompShg,AsbShng,TA,PConc,Fa,Unf,0,0,0,GasA,Gd,Y,SBrkr,936,316,0,TA,Typ,0,Attchd,Unf,2,TA,Y,104,0,0,0,0,0,0,6,2006,WD,Normal
185,475000,RM,22950,AllPub,OldTown,1Fam,2.5Fin,10,1892,1993,WdShngl,Wd Sdng,Gd,BrkTil,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,1518,1518,572,Ex,Typ,2,Detchd,Unf,3,Ex,Y,0,260,0,0,410,0,0,6,2006,WD,Normal
187,135000,RL,10410,AllPub,OldTown,1Fam,1.5Fin,5,1916,1987,CompShg,HdBoard,TA,CBlock,Fa,Unf,0,0,0,GasA,Ex,Y,SBrkr,808,704,144,TA,Min2,0,Detchd,Unf,1,Fa,N,0,0,0,140,0,0,0,8,2009,WD,Normal
188,153337,RL,7018,AllPub,SawyerW,Duplex,SFoyer,5,1979,1979,CompShg,Plywood,TA,CBlock,Gd,GLQ,1086,2,0,GasA,TA,Y,SBrkr,1224,0,0,TA,Typ,2,Detchd,Unf,2,TA,Y,120,0,0,0,0,0,0,6,2009,WD,Alloca
189,286000,RL,4923,AllPub,StoneBr,TwnhsE,1Story,8,2001,2002,CompShg,CemntBd,Gd,PConc,Ex,GLQ,1153,1,0,GasA,Ex,Y,SBrkr,1593,0,0,Ex,Typ,1,Attchd,Fin,2,TA,Y,0,120,0,0,224,0,0,8,2008,WD,Normal
190,315000,RL,10570,AllPub,Crawfor,1Fam,2Story,8,1932,1994,CompShg,BrkFace,Gd,CBlock,Gd,Rec,297,0,0,GasA,TA,Y,SBrkr,1549,1178,0,Gd,Maj1,2,Detchd,Unf,2,TA,Y,0,74,0,0,0,0,0,12,2007,WD,Normal
192,192000,RL,9017,AllPub,CollgCr,1Fam,1Story,7,1999,1999,CompShg,VinylSd,Gd,PConc,Gd,GLQ,560,1,0,GasA,Ex,Y,SBrkr,1431,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,0,35,0,0,0,0,0,9,2009,WD,Normal
193,130000,RM,2522,AllPub,Edwards,Twnhs,2Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,970,739,0,Gd,Maj1,0,Detchd,Unf,2,TA,Y,0,40,0,0,0,0,0,5,2006,WD,Normal
194,127000,RL,7180,AllPub,CollgCr,1Fam,1Story,5,1972,1972,CompShg,HdBoard,TA,CBlock,TA,ALQ,390,0,0,GasA,TA,Y,SBrkr,864,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal
195,148500,RL,2280,AllPub,NPkVill,Twnhs,2Story,6,1976,1976,CompShg,Plywood,TA,CBlock,Gd,ALQ,566,0,0,GasA,TA,Y,SBrkr,855,601,0,TA,Typ,1,Attchd,Unf,2,TA,Y,87,0,0,0,0,0,0,7,2009,WD,Normal
196,311872,RL,9416,AllPub,Somerst,1Fam,1Story,7,2007,2007,CompShg,CemntBd,Ex,PConc,Ex,GLQ,1126,1,0,GasA,Ex,Y,SBrkr,1726,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,171,138,0,0,266,0,0,9,2007,New,Partial
197,235000,RL,25419,AllPub,NAmes,1Fam,2Story,8,1918,1990,CompShg,Stucco,Gd,PConc,TA,GLQ,1036,1,1,GasA,Gd,Y,SBrkr,1360,1360,392,Gd,Typ,1,Detchd,Unf,2,TA,Y,0,16,552,0,0,512,0,3,2006,WD,Abnorml
199,274900,RL,9591,AllPub,NridgHt,1Fam,1Story,8,2004,2005,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1088,1,0,GasA,Ex,Y,SBrkr,1713,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,0,26,0,0,170,0,0,1,2009,WD,Normal
200,140000,RM,8546,AllPub,Edwards,1Fam,1Story,4,2003,2004,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1121,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,132,64,0,0,0,0,0,3,2010,WD,Normal
201,171500,RL,10125,AllPub,Mitchel,1Fam,1Story,6,1977,1977,CompShg,Plywood,TA,CBlock,TA,ALQ,641,0,1,GasA,TA,Y,SBrkr,1279,0,0,TA,Typ,2,Detchd,Unf,2,TA,Y,238,83,0,0,0,0,0,2,2008,WD,Normal
202,112000,RL,7000,AllPub,OldTown,1Fam,1.5Fin,6,1924,1950,CompShg,MetalSd,TA,BrkTil,Fa,LwQ,617,0,0,GasA,Gd,Y,SBrkr,865,445,0,TA,Min1,0,Attchd,Unf,1,TA,Y,0,0,126,0,0,0,0,5,2006,COD,Normal
204,110000,RM,3500,AllPub,OldTown,1Fam,1.5Fin,5,1947,1950,CompShg,AsbShng,TA,CBlock,TA,LwQ,312,0,0,GasA,TA,Y,SBrkr,720,564,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,35,0,0,0,0,0,4,2009,WD,Normal
205,180500,RL,11851,AllPub,Gilbert,1Fam,1Story,7,1990,1990,CompShg,HdBoard,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1442,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,34,0,508,0,0,0,5,2009,WD,Normal
206,143900,RL,13673,AllPub,Sawyer,1Fam,1Story,5,1962,1962,CompShg,HdBoard,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,1696,0,0,TA,Min2,1,Attchd,RFn,1,TA,Y,0,30,0,0,0,0,0,3,2007,WD,Normal
209,145000,RL,8250,AllPub,NAmes,1Fam,1Story,6,1964,1964,CompShg,HdBoard,TA,CBlock,Gd,Rec,787,1,0,GasA,Ex,Y,SBrkr,1092,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,7,2008,WD,Normal
211,186000,RL,10420,AllPub,Edwards,1Fam,1Story,6,2009,2009,CompShg,VinylSd,TA,PConc,Gd,GLQ,36,0,0,GasA,Ex,Y,SBrkr,1212,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,100,22,0,0,0,0,0,3,2010,WD,Normal
212,252678,FV,8640,AllPub,Somerst,1Fam,2Story,7,2009,2009,CompShg,VinylSd,TA,PConc,Gd,GLQ,822,1,0,GasA,Ex,Y,SBrkr,932,920,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,168,108,0,0,0,0,0,7,2009,New,Partial
213,156000,RL,13568,AllPub,CollgCr,1Fam,1Story,5,1995,1995,CompShg,VinylSd,TA,PConc,Gd,ALQ,716,0,1,GasA,Ex,Y,SBrkr,990,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,224,0,0,0,0,0,0,7,2006,WD,Normal
215,134450,RL,10011,AllPub,NAmes,1Fam,1Story,5,1957,1996,CompShg,HdBoard,TA,CBlock,TA,BLQ,360,0,1,GasA,TA,Y,SBrkr,1236,0,0,Gd,Min1,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2006,WD,Normal
216,210000,RL,8450,AllPub,CollgCr,1Fam,1Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,946,1,0,GasA,Ex,Y,SBrkr,1436,0,0,Gd,Typ,0,Attchd,Unf,2,TA,Y,139,98,0,0,0,0,0,4,2008,WD,Normal
217,107000,RM,9906,AllPub,OldTown,1Fam,2Story,4,1925,1950,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,Fa,N,SBrkr,810,518,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,172,60,0,0,0,0,9,2006,WD,Family
219,167240,RL,3010,AllPub,Blmngtn,TwnhsE,1Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,16,0,0,GasA,Ex,Y,SBrkr,1248,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,108,0,0,0,0,0,0,3,2006,New,Partial
220,204900,RL,8990,AllPub,CollgCr,1Fam,1Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1498,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,351,33,0,0,0,0,0,4,2006,New,Partial
222,179900,RL,11475,AllPub,NWAmes,1Fam,2Story,6,1975,1975,CompShg,VinylSd,TA,CBlock,Gd,ALQ,550,1,0,GasA,TA,Y,SBrkr,811,741,0,TA,Typ,1,Attchd,RFn,2,TA,Y,209,208,0,0,0,0,0,2,2006,WD,Normal
223,97000,RL,10500,AllPub,NAmes,1Fam,1Story,4,1971,1971,CompShg,HdBoard,TA,CBlock,TA,ALQ,524,0,0,GasA,Gd,Y,SBrkr,864,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,216,0,0,0,0,0,0,3,2009,WD,Abnorml
224,386250,RL,13472,AllPub,NridgHt,1Fam,1Story,10,2003,2003,CompShg,VinylSd,Ex,PConc,Ex,GLQ,56,0,0,GasA,Ex,Y,SBrkr,2392,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,248,105,0,0,0,0,0,6,2009,WD,Normal
225,112000,RM,1680,AllPub,BrDale,Twnhs,2Story,5,1971,1971,CompShg,HdBoard,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,630,672,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2009,COD,Abnorml
226,290000,RL,9950,AllPub,NoRidge,1Fam,2Story,7,1995,1995,CompShg,VinylSd,Gd,PConc,Gd,GLQ,565,0,0,GasA,Ex,Y,SBrkr,1214,1306,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,224,114,0,0,0,0,0,6,2007,WD,Abnorml
227,106000,RM,1869,AllPub,BrDale,Twnhs,2Story,6,1970,1970,CompShg,HdBoard,TA,CBlock,TA,Rec,321,0,0,GasA,TA,Y,SBrkr,483,504,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal
228,125000,RL,8521,AllPub,Sawyer,1Fam,1Story,5,1967,1967,CompShg,HdBoard,TA,CBlock,TA,ALQ,842,0,0,GasA,TA,Y,SBrkr,912,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal
229,192500,RL,3182,AllPub,Blmngtn,TwnhsE,1Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,16,0,0,GasA,Ex,Y,SBrkr,1555,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,143,20,0,0,0,0,0,5,2009,WD,Normal
230,148000,RL,8760,AllPub,NAmes,1Fam,1Story,6,1959,1959,CompShg,MetalSd,TA,CBlock,TA,Unf,0,1,0,GasA,TA,Y,SBrkr,1194,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,0,120,0,0,0,0,4,2010,WD,Normal
231,403000,RL,15138,AllPub,NoRidge,1Fam,2Story,8,1995,1996,CompShg,VinylSd,Gd,PConc,Gd,GLQ,689,1,0,GasA,Ex,Y,SBrkr,1490,1304,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,0,146,202,0,0,0,0,7,2009,WD,Normal
232,94500,RM,1680,AllPub,BrDale,Twnhs,2Story,6,1972,1972,CompShg,HdBoard,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,483,504,0,TA,Typ,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal
233,128200,RL,10650,AllPub,CollgCr,1Fam,1Story,5,1976,1976,CompShg,HdBoard,TA,CBlock,TA,LwQ,182,1,0,GasA,TA,Y,SBrkr,894,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,365,0,0,0,0,0,0,2,2010,WD,Normal
235,89500,RM,1680,AllPub,BrDale,TwnhsE,2Story,6,1971,1971,CompShg,HdBoard,TA,CBlock,TA,ALQ,358,0,0,GasA,TA,Y,SBrkr,483,504,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal
236,185500,RL,8773,AllPub,CollgCr,1Fam,1Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,24,0,0,GasA,Ex,Y,SBrkr,1414,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,132,105,0,0,0,0,0,5,2010,WD,Normal
238,318000,RL,12030,AllPub,NridgHt,1Fam,1Story,8,2007,2007,CompShg,VinylSd,Ex,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1694,0,0,Gd,Typ,0,Attchd,Fin,3,TA,Y,168,228,0,0,0,0,0,12,2007,New,Partial
239,113000,RL,8741,AllPub,Edwards,1Fam,1.5Fin,6,1945,1950,CompShg,VinylSd,TA,CBlock,TA,LwQ,94,0,0,GasA,TA,Y,FuseA,798,689,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,140,0,0,0,0,0,4,2010,WD,Normal
240,262500,FV,9000,AllPub,Somerst,1Fam,1Story,8,2008,2008,CompShg,VinylSd,Gd,PConc,Gd,GLQ,1078,1,0,GasA,Ex,Y,SBrkr,1566,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,144,168,0,0,0,0,0,4,2010,WD,Normal
242,79000,RM,5000,AllPub,OldTown,1Fam,1.5Fin,5,1900,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,GasA,Gd,N,FuseA,889,551,0,TA,Typ,0,Attchd,Unf,1,Fa,Y,0,0,77,0,0,0,0,4,2006,WD,Normal
243,120000,RL,10762,AllPub,SawyerW,TwnhsE,2Story,6,1980,1980,CompShg,Plywood,TA,CBlock,Gd,Unf,0,0,0,GasA,TA,Y,SBrkr,626,591,0,TA,Typ,1,Attchd,RFn,1,TA,Y,0,28,0,0,0,0,0,4,2009,WD,Normal
245,241500,RL,10400,AllPub,NWAmes,1Fam,1Story,7,1988,1988,CompShg,Wd Sdng,TA,CBlock,Gd,GLQ,929,0,1,GasA,Gd,Y,SBrkr,1872,0,0,TA,Typ,1,Attchd,Fin,2,TA,Y,197,39,0,0,0,0,0,6,2006,WD,Normal
246,137000,RM,9142,AllPub,OldTown,2fmCon,2Story,6,1910,1950,CompShg,AsbShng,TA,Stone,Fa,Unf,0,0,0,GasA,Gd,N,FuseP,908,1020,0,Fa,Typ,0,Detchd,Unf,1,Po,Y,0,60,112,0,0,0,0,4,2006,WD,Normal
247,140000,RL,11310,AllPub,NAmes,1Fam,1Story,6,1954,1954,CompShg,Wd Sdng,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,1375,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,0,30,0,0,0,0,0,6,2006,WD,Normal
